,speaker,dialogue,sentences,sentiment,entities,tokens
93,Thor,Then tell no one where we have gone until we've returned. Understand?,"[{'content': u""Then tell no one where we have gone until we've returned."", 'begin': 0, 'score': -0.7, 'magnitude': 0.7}, {'content': u'Understand?', 'begin': 58, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.4, 'magnitude': 0.9}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'no one', 'mentions': [u'no one']}]","[{'index': 1, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Then', 'lemma': u'Then'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'tell', 'lemma': u'tell'}, {'index': 3, 'begin': 10, 'pos': u'DET', 'label': u'DET', 'content': u'no', 'lemma': u'no'}, {'index': 1, 'begin': 13, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'one', 'lemma': u'one'}, {'index': 7, 'begin': 17, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'where', 'lemma': u'where'}, {'index': 7, 'begin': 23, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we'}, {'index': 7, 'begin': 26, 'pos': u'VERB', 'label': u'AUX', 'content': u'have', 'lemma': u'have'}, {'index': 3, 'begin': 31, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'gone', 'lemma': u'go'}, {'index': 11, 'begin': 36, 'pos': u'ADP', 'label': u'MARK', 'content': u'until', 'lemma': u'until'}, {'index': 11, 'begin': 42, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we'}, {'index': 11, 'begin': 44, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 7, 'begin': 48, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'returned', 'lemma': u'return'}, {'index': 1, 'begin': 56, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 13, 'begin': 58, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Understand', 'lemma': u'Understand'}, {'index': 13, 'begin': 68, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
94,narrator,"Thor walks passed Heimdall, the others follow behind and Volstagg turns to Loki","[{'content': u'Thor walks passed Heimdall, the others follow behind and Volstagg turns to Loki', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'salience': 0.43335438, 'meta': {}, 'type': u'OTHER', 'name': u'walks', 'mentions': [u'walks']}, {'salience': 0.28291965, 'meta': {u'mid': u'/m/062zjtt', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Thor_(film)'}, 'type': u'PERSON', 'name': u'Thor', 'mentions': [u'Thor']}, {'salience': 0.12852776, 'meta': {u'mid': u'/m/07dms_', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Heimdall_(comics)'}, 'type': u'OTHER', 'name': u'Heimdall', 'mentions': [u'Heimdall']}, {'salience': 0.08986317, 'meta': {}, 'type': u'PERSON', 'name': u'others', 'mentions': [u'others']}, {'salience': 0.03995909, 'meta': {u'mid': u'/m/05pnb1', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Loki_(comics)'}, 'type': u'PERSON', 'name': u'Loki', 'mentions': [u'Loki']}, {'salience': 0.025375966, 'meta': {u'mid': u'/m/09hgm0', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Volstagg'}, 'type': u'PERSON', 'name': u'Volstagg', 'mentions': [u'Volstagg']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NN', 'content': u'Thor', 'lemma': u'Thor'}, {'index': 2, 'begin': 5, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'walks', 'lemma': u'walk'}, {'index': 2, 'begin': 11, 'pos': u'VERB', 'label': u'ROOT', 'content': u'passed', 'lemma': u'pass'}, {'index': 2, 'begin': 18, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Heimdall', 'lemma': u'Heimdall'}, {'index': 2, 'begin': 26, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 6, 'begin': 28, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 7, 'begin': 32, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'others', 'lemma': u'other'}, {'index': 2, 'begin': 39, 'pos': u'VERB', 'label': u'CONJ', 'content': u'follow', 'lemma': u'follow'}, {'index': 7, 'begin': 46, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'behind', 'lemma': u'behind'}, {'index': 2, 'begin': 53, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 11, 'begin': 57, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Volstagg', 'lemma': u'Volstagg'}, {'index': 2, 'begin': 66, 'pos': u'VERB', 'label': u'CONJ', 'content': u'turns', 'lemma': u'turn'}, {'index': 11, 'begin': 72, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 12, 'begin': 75, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Loki', 'lemma': u'Loki'}]"
95,Volstagg,What happened? Silver tongue turned to lead?,"[{'content': u'What happened?', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}, {'content': u'Silver tongue turned to lead?', 'begin': 15, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.8}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Silver tongue', 'mentions': [u'Silver tongue']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'What', 'lemma': u'What'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'happened', 'lemma': u'happen'}, {'index': 1, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 4, 'begin': 15, 'pos': u'NOUN', 'label': u'NN', 'content': u'Silver', 'lemma': u'Silver'}, {'index': 5, 'begin': 22, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'tongue', 'lemma': u'tongue'}, {'index': 5, 'begin': 29, 'pos': u'VERB', 'label': u'ROOT', 'content': u'turned', 'lemma': u'turn'}, {'index': 7, 'begin': 36, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 5, 'begin': 39, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'lead', 'lemma': u'lead'}, {'index': 5, 'begin': 43, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
96,narrator,the others laugh,"[{'content': u'the others laugh', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'others', 'mentions': [u'others']}]","[{'index': 1, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 2, 'begin': 4, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'others', 'lemma': u'other'}, {'index': 2, 'begin': 11, 'pos': u'VERB', 'label': u'ROOT', 'content': u'laugh', 'lemma': u'laugh'}]"
97,Heimdall,"Be warned. I will honor my sworn oath to protect this realm as its gatekeeper. If you return threatens the safety of Asgard by Frost, will remain closed to you. And you'll be left to die in the cold waste of Jotunheim.","[{'content': u'Be warned.', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}, {'content': u'I will honor my sworn oath to protect this realm as its gatekeeper.', 'begin': 11, 'score': 0.2, 'magnitude': 0.2}, {'content': u'If you return threatens the safety of Asgard by Frost, will remain closed to you.', 'begin': 79, 'score': -0.6, 'magnitude': 0.6}, {'content': u""And you'll be left to die in the cold waste of Jotunheim."", 'begin': 161, 'score': -0.7, 'magnitude': 0.7}]","{'score': -0.3, 'magnitude': 2}","[{'salience': 0.43893674, 'meta': {}, 'type': u'OTHER', 'name': u'realm', 'mentions': [u'realm']}, {'salience': 0.16162162, 'meta': {}, 'type': u'OTHER', 'name': u'oath', 'mentions': [u'oath']}, {'salience': 0.112194456, 'meta': {}, 'type': u'OTHER', 'name': u'gatekeeper', 'mentions': [u'gatekeeper']}, {'salience': 0.074417785, 'meta': {}, 'type': u'OTHER', 'name': u'safety', 'mentions': [u'safety']}, {'salience': 0.06692462, 'meta': {u'mid': u'/m/038z96', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Asgard_(comics)'}, 'type': u'LOCATION', 'name': u'Asgard', 'mentions': [u'Asgard']}, {'salience': 0.06122257, 'meta': {u'mid': u'/m/033kf', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Frost'}, 'type': u'PERSON', 'name': u'Frost', 'mentions': [u'Frost']}, {'salience': 0.053262692, 'meta': {}, 'type': u'OTHER', 'name': u'waste', 'mentions': [u'waste']}, {'salience': 0.03141952, 'meta': {u'mid': u'/m/04269', u'wikipedia_url': u'http://en.wikipedia.org/wiki/J%C3%B6tunheimr'}, 'type': u'OTHER', 'name': u'Jotunheim', 'mentions': [u'Jotunheim']}]","[{'index': 1, 'begin': 0, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'Be', 'lemma': u'Be'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'warned', 'lemma': u'warn'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 5, 'begin': 11, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 5, 'begin': 13, 'pos': u'VERB', 'label': u'AUX', 'content': u'will', 'lemma': u'will'}, {'index': 5, 'begin': 18, 'pos': u'VERB', 'label': u'ROOT', 'content': u'honor', 'lemma': u'honor'}, {'index': 8, 'begin': 24, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my'}, {'index': 8, 'begin': 27, 'pos': u'VERB', 'label': u'AMOD', 'content': u'sworn', 'lemma': u'swear'}, {'index': 5, 'begin': 33, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'oath', 'lemma': u'oath'}, {'index': 10, 'begin': 38, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 5, 'begin': 41, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'protect', 'lemma': u'protect'}, {'index': 12, 'begin': 49, 'pos': u'DET', 'label': u'DET', 'content': u'this', 'lemma': u'this'}, {'index': 10, 'begin': 54, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'realm', 'lemma': u'realm'}, {'index': 10, 'begin': 60, 'pos': u'ADP', 'label': u'PREP', 'content': u'as', 'lemma': u'as'}, {'index': 15, 'begin': 63, 'pos': u'PRON', 'label': u'POSS', 'content': u'its', 'lemma': u'its'}, {'index': 13, 'begin': 67, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'gatekeeper', 'lemma': u'gatekeeper'}, {'index': 5, 'begin': 77, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 19, 'begin': 79, 'pos': u'ADP', 'label': u'MARK', 'content': u'If', 'lemma': u'If'}, {'index': 19, 'begin': 82, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 29, 'begin': 86, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'return', 'lemma': u'return'}, {'index': 19, 'begin': 93, 'pos': u'VERB', 'label': u'IOBJ', 'content': u'threatens', 'lemma': u'threaten'}, {'index': 22, 'begin': 103, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 19, 'begin': 107, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'safety', 'lemma': u'safety'}, {'index': 22, 'begin': 114, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 23, 'begin': 117, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Asgard', 'lemma': u'Asgard'}, {'index': 22, 'begin': 124, 'pos': u'ADP', 'label': u'PREP', 'content': u'by', 'lemma': u'by'}, {'index': 25, 'begin': 127, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Frost', 'lemma': u'Frost'}, {'index': 29, 'begin': 132, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 29, 'begin': 134, 'pos': u'VERB', 'label': u'AUX', 'content': u'will', 'lemma': u'will'}, {'index': 29, 'begin': 139, 'pos': u'VERB', 'label': u'ROOT', 'content': u'remain', 'lemma': u'remain'}, {'index': 29, 'begin': 146, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'closed', 'lemma': u'closed'}, {'index': 30, 'begin': 153, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 31, 'begin': 156, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you'}, {'index': 29, 'begin': 159, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 38, 'begin': 161, 'pos': u'CONJ', 'label': u'CC', 'content': u'And', 'lemma': u'And'}, {'index': 38, 'begin': 165, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'you', 'lemma': u'you'}, {'index': 38, 'begin': 168, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 38, 'begin': 172, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'be', 'lemma': u'be'}, {'index': 38, 'begin': 175, 'pos': u'VERB', 'label': u'ROOT', 'content': u'left', 'lemma': u'leave'}, {'index': 40, 'begin': 180, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 38, 'begin': 183, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'die', 'lemma': u'die'}, {'index': 40, 'begin': 187, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 44, 'begin': 190, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 44, 'begin': 194, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'cold', 'lemma': u'cold'}, {'index': 41, 'begin': 199, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'waste', 'lemma': u'waste'}, {'index': 44, 'begin': 205, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 45, 'begin': 208, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Jotunheim', 'lemma': u'Jotunheim'}, {'index': 38, 'begin': 217, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
98,Volstagg,Couldn't you just leave the bridge open for us?,"[{'content': u""Couldn't you just leave the bridge open for us?"", 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}","[{'salience': 1, 'meta': {}, 'type': u'LOCATION', 'name': u'bridge', 'mentions': [u'bridge']}]","[{'index': 4, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Could', 'lemma': u'Could'}, {'index': 4, 'begin': 5, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 4, 'begin': 9, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 4, 'begin': 13, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 4, 'begin': 18, 'pos': u'VERB', 'label': u'ROOT', 'content': u'leave', 'lemma': u'leave'}, {'index': 6, 'begin': 24, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 28, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'bridge', 'lemma': u'bridge'}, {'index': 4, 'begin': 35, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'open', 'lemma': u'open'}, {'index': 7, 'begin': 40, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 8, 'begin': 44, 'pos': u'PRON', 'label': u'POBJ', 'content': u'us', 'lemma': u'us'}, {'index': 4, 'begin': 46, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
99,Heimdall,"To leave the bridge open would unleash the full power of the Bifrost and destroy Jotunheim, and with you upon it.","[{'content': u'To leave the bridge open would unleash the full power of the Bifrost and destroy Jotunheim, and with you upon it.', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'salience': 0.44322032, 'meta': {}, 'type': u'LOCATION', 'name': u'bridge', 'mentions': [u'bridge']}, {'salience': 0.3195569, 'meta': {}, 'type': u'OTHER', 'name': u'power', 'mentions': [u'power']}, {'salience': 0.17802082, 'meta': {u'mid': u'/m/019xx', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Bifr%C3%B6st'}, 'type': u'OTHER', 'name': u'Bifrost', 'mentions': [u'Bifrost']}, {'salience': 0.059201967, 'meta': {u'mid': u'/m/04269', u'wikipedia_url': u'http://en.wikipedia.org/wiki/J%C3%B6tunheimr'}, 'type': u'OTHER', 'name': u'Jotunheim', 'mentions': [u'Jotunheim']}]","[{'index': 1, 'begin': 0, 'pos': u'PRT', 'label': u'AUX', 'content': u'To', 'lemma': u'To'}, {'index': 6, 'begin': 3, 'pos': u'VERB', 'label': u'CSUBJ', 'content': u'leave', 'lemma': u'leave'}, {'index': 4, 'begin': 9, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 13, 'pos': u'NOUN', 'label': u'NN', 'content': u'bridge', 'lemma': u'bridge'}, {'index': 1, 'begin': 20, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'open', 'lemma': u'open'}, {'index': 6, 'begin': 25, 'pos': u'VERB', 'label': u'AUX', 'content': u'would', 'lemma': u'would'}, {'index': 6, 'begin': 31, 'pos': u'VERB', 'label': u'ROOT', 'content': u'unleash', 'lemma': u'unleash'}, {'index': 9, 'begin': 39, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 9, 'begin': 43, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'full', 'lemma': u'full'}, {'index': 6, 'begin': 48, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'power', 'lemma': u'power'}, {'index': 9, 'begin': 54, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 12, 'begin': 57, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 10, 'begin': 61, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Bifrost', 'lemma': u'Bifrost'}, {'index': 6, 'begin': 69, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 6, 'begin': 73, 'pos': u'VERB', 'label': u'CONJ', 'content': u'destroy', 'lemma': u'destroy'}, {'index': 14, 'begin': 81, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Jotunheim', 'lemma': u'Jotunheim'}, {'index': 6, 'begin': 90, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 6, 'begin': 92, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 6, 'begin': 96, 'pos': u'ADP', 'label': u'CONJ', 'content': u'with', 'lemma': u'with'}, {'index': 18, 'begin': 101, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you'}, {'index': 18, 'begin': 105, 'pos': u'ADP', 'label': u'PREP', 'content': u'upon', 'lemma': u'upon'}, {'index': 20, 'begin': 110, 'pos': u'PRON', 'label': u'POBJ', 'content': u'it', 'lemma': u'it'}, {'index': 6, 'begin': 112, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
100,Thor,I have no plans to die today.,"[{'content': u'I have no plans to die today.', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'plans', 'mentions': [u'plans']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 3, 'begin': 7, 'pos': u'DET', 'label': u'DET', 'content': u'no', 'lemma': u'no'}, {'index': 1, 'begin': 10, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'plans', 'lemma': u'plan'}, {'index': 5, 'begin': 16, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 3, 'begin': 19, 'pos': u'VERB', 'label': u'VMOD', 'content': u'die', 'lemma': u'die'}, {'index': 5, 'begin': 23, 'pos': u'NOUN', 'label': u'TMOD', 'content': u'today', 'lemma': u'today'}, {'index': 1, 'begin': 28, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
101,Heimdall,None do.,"[{'content': u'None do.', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'None', 'mentions': [u'None']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'None', 'lemma': u'None'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'do', 'lemma': u'do'}, {'index': 1, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
102,narrator,Heimdall sends them to Jotunheim,"[{'content': u'Heimdall sends them to Jotunheim', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}","[{'salience': 0.8169023, 'meta': {u'mid': u'/m/07dms_', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Heimdall_(comics)'}, 'type': u'OTHER', 'name': u'Heimdall', 'mentions': [u'Heimdall']}, {'salience': 0.18309772, 'meta': {u'mid': u'/m/04269', u'wikipedia_url': u'http://en.wikipedia.org/wiki/J%C3%B6tunheimr'}, 'type': u'OTHER', 'name': u'Jotunheim', 'mentions': [u'Jotunheim']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Heimdall', 'lemma': u'Heimdall'}, {'index': 1, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u'sends', 'lemma': u'send'}, {'index': 1, 'begin': 15, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'them', 'lemma': u'them'}, {'index': 1, 'begin': 20, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 3, 'begin': 23, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Jotunheim', 'lemma': u'Jotunheim'}]"
103,narrator,as they enter Jotunheim,"[{'content': u'as they enter Jotunheim', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'Jotunheim', 'mentions': [u'Jotunheim']}]","[{'index': 2, 'begin': 0, 'pos': u'ADP', 'label': u'MARK', 'content': u'as', 'lemma': u'as'}, {'index': 2, 'begin': 3, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'they', 'lemma': u'they'}, {'index': 2, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'enter', 'lemma': u'enter'}, {'index': 2, 'begin': 14, 'pos': u'X', 'label': u'DOBJ', 'content': u'Jotunheim', 'lemma': u'Jotunheim'}]"
104,King Laufey,"You have come a long way to die, Asgardians?","[{'content': u'You have come a long way to die, Asgardians?', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'salience': 0.6970506, 'meta': {}, 'type': u'OTHER', 'name': u'way', 'mentions': [u'way']}, {'salience': 0.30294943, 'meta': {}, 'type': u'PERSON', 'name': u'Asgardians', 'mentions': [u'Asgardians']}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 2, 'begin': 4, 'pos': u'VERB', 'label': u'AUX', 'content': u'have', 'lemma': u'have'}, {'index': 2, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u'come', 'lemma': u'come'}, {'index': 5, 'begin': 14, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 5, 'begin': 16, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'long', 'lemma': u'long'}, {'index': 2, 'begin': 21, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'way', 'lemma': u'way'}, {'index': 7, 'begin': 25, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 5, 'begin': 28, 'pos': u'VERB', 'label': u'VMOD', 'content': u'die', 'lemma': u'die'}, {'index': 2, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 33, 'pos': u'NOUN', 'label': u'DEP', 'content': u'Asgardians', 'lemma': u'Asgardians'}, {'index': 2, 'begin': 43, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
105,Thor,I am Thor Odinson.,"[{'content': u'I am Thor Odinson.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'WORK_OF_ART', 'name': u'Thor Odinson', 'mentions': [u'Thor Odinson']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'am', 'lemma': u'be'}, {'index': 3, 'begin': 5, 'pos': u'NOUN', 'label': u'NN', 'content': u'Thor', 'lemma': u'Thor'}, {'index': 1, 'begin': 10, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'Odinson', 'lemma': u'Odinson'}, {'index': 1, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
